  Denonimation,  Date creation,  Siege social,  Forme juridique,  Secteur d activite,  url,  Registre de commerce,  Capital
 SNDKR2013B8175, 1 200 000TALEB TRADING COMPANY SARL,08/05/2013,24 RUE GRASLAND DAKAR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/taleb-trading-company-sarl, SNDKR2013B8175, 1 200 000
 SNDKR2013B8174, 1 000 000SENEGALAISE PAPER SARL,08/05/2013,MEDINA RUE 25 x 18 & 20...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/senegalaise-paper-sarl, SNDKR2013B8174, 1 000 000
 SNDKR2013B8538, 1 000 000SNBM SUARL,15/05/2013,DAKAR SCAT URBAM GRAND YOFF N...,S.U.A.R.L,IMMOBILIER,http://www.creationdentreprise.sn/snbm-suarl, SNDKR2013B8538, 1 000 000
 SNDKR2013B8462, 1 000 000S.N.B.A. SARL,14/05/2013,DAKAR LIBERTE 6 N°6.972,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ALIMENTAIRE,http://www.creationdentreprise.sn/snba-sarl, SNDKR2013B8462, 1 000 000
 SNDKR2013B8545, 1 000 000EDIL RO.MI TOUBA SENEGAL SARL,15/05/2013,DAKAR SCAT URBAM VILLA N°19 A,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/edil-romi-touba-senegal-sarl, SNDKR2013B8545, 1 000 000
 SNDKR2013B8460, 1 000 000M & F GROUP SARL,14/05/2013,MBAO KM 21 ROUTE DE RUFISQUE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/m-f-group-sarl, SNDKR2013B8460, 1 000 000
 SNDKR2013B8181, 1 000 000WORK SERVICES AND PRODUCTION SARL - W.S.P. SARL,08/05/2013,DAKAR 10 RUE DE SAINT-LOUIS...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/work-services-and-production-sarl-wsp-sarl, SNDKR2013B8181, 1 000 000
 SNDKR2013B8180, 2 000 000 000SONAM CAPITAL INVESTISSEMENT SA,08/05/2013,DAKAR 6 AVENUE LEOPOLD SEDAR...,SOCIETE ANONYME (S.A),FINANCE,http://www.creationdentreprise.sn/sonam-capital-investissement-sa, SNDKR2013B8180, 2 000 000 000
 SNDKR2013B8299, 10 000 000BACHIR BTP ITALIANO SA,10/05/2013,DAKAR VILLA N°06 CITE DJILY...,SOCIETE ANONYME (S.A),IMMOBILIER,http://www.creationdentreprise.sn/bachir-btp-italiano-sa, SNDKR2013B8299, 10 000 000
 SNDKR2013B8306, 1 000 000COMINTEX SARL,10/05/2013,KM 2 5 BOULEVARD DU...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/comintex-sarl, SNDKR2013B8306, 1 000 000
 SNDKR2013B8298, 1 000 000SOELOG SUARL,10/05/2013,11 RUE SAINT MICHEL IMMEUBLE...,S.U.A.R.L,NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/soelog-suarl, SNDKR2013B8298, 1 000 000
 SNDKR2013B8305, 1 500 000TATA ASCENSEURS & SERVICES SARL,10/05/2013,MAMELLES N°26 DAKAR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/tata-ascenseurs-services-sarl, SNDKR2013B8305, 1 500 000
 SNDKR2013B8458, 13 000 000INTER AFRICA TRADE SARL,14/05/2013,HLM GRAND MEDINE N°909 DAKAR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ALIMENTAIRE,http://www.creationdentreprise.sn/inter-africa-trade-sarl, SNDKR2013B8458, 13 000 000
 SNDKR2013B8463, 1 000 000MAKE SUARL,14/05/2013,DAKAR RUE BERENGER FERRAUD x...,S.U.A.R.L,AGRICULTURE,http://www.creationdentreprise.sn/make-suarl, SNDKR2013B8463, 1 000 000
 SNDKR2013B8541, 1 000 000GROUPE DIEGANE SARL,15/05/2013,DAKAR DIEUPPEUL DERKLE RUE DD...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/groupe-diegane-sarl, SNDKR2013B8541, 1 000 000
 SNDKR2013B8540, 1 000 000BUTTERWORTH GLOBAL IMPORT EXPORT TRADING SENEGAL SUARL,15/05/2013,DAKAR PARCELLES ASSAINIES...,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/butterworth-global-import-export-trading-senegal-suarl, SNDKR2013B8540, 1 000 000
 SNDKR2013B8313, 1 000 000SOCIETE D&#039;EQUIPEMENT ET DE TRAVAUX SARL,13/05/2013,OUEST FOIRE N°600 ROUTE DE L...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),AGRICULTURE,http://www.creationdentreprise.sn/societe-dequipement-et-de-travaux-sarl, SNDKR2013B8313, 1 000 000
 SNDKR2013B8537, 1 000 000MACRO ENTREPOT FRIGORIFIQUE SARL - MACEF SARL,15/05/2013,DAKAR ROUTE DE NGOR DIARAMA...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/macro-entrepot-frigorifique-sarl-macef-sarl, SNDKR2013B8537, 1 000 000
 SNDKR2013B8544, 1 000 0002AN2 SARL,15/05/2013,118 MAMELLES AVIATION,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/2an2-sarl, SNDKR2013B8544, 1 000 000
 SNDKR2013B8543, 1 000 000AMERICAN SENEGALESE UNIVERSITY PREP SARL - ASUP SARL,15/05/2013,DAKAR 50 CITE URBANISME OUAKAM,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),EDUCATION - FORMATION,http://www.creationdentreprise.sn/american-senegalese-university-prep-sarl-asup-sarl, SNDKR2013B8543, 1 000 000
 SNDKR2013B542, 1 000 000ONEZONE AGENCY SARL,15/05/2013,46 CITE ALIZE HANN MARISTE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),INDUSTRIES TEXTILES,http://www.creationdentreprise.sn/onezone-agency-sarl, SNDKR2013B542, 1 000 000
 SNDKR2013B8539, 1 000 000EMG.CAV.SERVICES SUARL,15/05/2013,DAKAR SACRE CŒUR 2 VILLA N°...,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/emgcavservices-suarl, SNDKR2013B8539, 1 000 000
 SNDKR2013B8948, 1 000 000ALPHA OMEGA GROUPE SARL,22/05/2013,DAKAR HLM MARISTES VILLA N°134,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/alpha-omega-groupe-sarl, SNDKR2013B8948, 1 000 000
 SNDKR2013B8949, 1 000 000SKY GROUPE SARL,22/05/2013,34 MERMOZ VDN DAKAR / 16706,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/sky-groupe-sarl, SNDKR2013B8949, 1 000 000
 SNDKR2013B8358, 1 000 000LE DEVELOPPEUR SARL,13/05/2013,DAKAR 72 RUE CARNOT,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/le-developpeur-sarl, SNDKR2013B8358, 1 000 000
 SNDKR2013B7946, 1 000 000D G MINING SARL,06/05/2013,KM 15 ROUTE DE RUFISQUE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/d-g-mining-sarl-0, SNDKR2013B7946, 1 000 000
 SNDKR2013B7946, 1 000 000D G MINING SARL,06/05/2013,KM 15 ROUTE DE RUFISQUE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/d-g-mining-sarl, SNDKR2013B7946, 1 000 000
 SNDKR2013B6820, 1 000 000CLINIQUE DE L&#039;ESPOIR SARL,16/04/2013,DAKAR AMITIE 3 ECOLE DE POLICE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),SANTE,http://www.creationdentreprise.sn/clinique-de-lespoir-sarl, SNDKR2013B6820, 1 000 000
 SNDKR2013B8302, 1 000 000YUSHAM COMMUNICATIONS SUARL,10/05/2013,OUAGOU NIAYES 2 N°290 BIS...,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/yusham-communications-suarl, SNDKR2013B8302, 1 000 000
 SNDKR2013B8455, 1 000 000AFRICAN HOTEL MANAGEMENT SARL - A.H.M. SARL,14/05/2013,DAKAR 167 AVENUE DU PRESIDENT...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),HOTELS ET ETABLISSEMENTS ANALOGUES,http://www.creationdentreprise.sn/african-hotel-management-sarl-ahm-sarl, SNDKR2013B8455, 1 000 000
 SNDKR2013B8456, 1 000 000ITAL SERVICES SARL,14/05/2013,CAMBERENE QUARTIER PEULGHA 220,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/ital-services-sarl, SNDKR2013B8456, 1 000 000
 SNDKR2013B8457, 1 000 000MERCURY EVENTS SARL,14/05/2013,DAKAR 269 CITE DJILY MBAYE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),INDUSTRIE CULTURELLE,http://www.creationdentreprise.sn/mercury-events-sarl, SNDKR2013B8457, 1 000 000
 SNDKR2013B9173, 1 000 000EM-CRAFT SARL,24/05/2013,LIBERTE 6 NORD FACE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/em-craft-sarl, SNDKR2013B9173, 1 000 000
 SNDKR2013B9077, 1 000 000MONDIAL DEVELOPPEMENT SARL,23/05/2013,SANGALKAM FACE MAIRIE RUFISQUE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/mondial-developpement-sarl, SNDKR2013B9077, 1 000 000
 SNDKR2013B9074, 1 000 000M.K. CONSULTING SARL,23/05/2013,APPARTEMENT 3012 HANN MARISTE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/mk-consulting-sarl, SNDKR2013B9074, 1 000 000
 SNDKR2013B9258, 1 000 000ENTREPRISE GENERALE DE TRAVAUX PUBLICS ET D&#039;EQUIPEMENTS-GROUP SARL - EGETREQ-GROUP SARL,27/05/2013,CITE ICS OUEST FOIRE 1ER...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/entreprise-generale-de-travaux-publics-et-dequipements-group-sarl-egetreq-group-sarl, SNDKR2013B9258, 1 000 000
 SNDKR2013B9258, 1 000 000ENTREPRISE GENERALE DE TRAVAUX PUBLICS ET D&#039;EQUIPEMENTS-GROUP SARL,27/05/2013,CITE ICS OUEST FOIRE 1ER...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/entreprise-generale-de-travaux-publics-et-dequipements-group-sarl, SNDKR2013B9258, 1 000 000
 SNDKR2013B9122, 10 000 000SOCIETE AFRICAINE DE TRANSFORMATION ET DE CONDITIONNEMENT SARL,23/05/2013,29 AVENUE PASTEUR / 6531,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ALIMENTAIRE,http://www.creationdentreprise.sn/societe-africaine-de-transformation-et-de-conditionnement-sarl, SNDKR2013B9122, 10 000 000
 SNDKR2013B9124, 1 000 000KLAAS CONSTRUCTION SARL,23/05/2013,DAKAR POINT E RUE 2 x RUE B...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMMOBILIER,http://www.creationdentreprise.sn/klaas-construction-sarl, SNDKR2013B9124, 1 000 000
 SNDKR2013B9125, 1 000 000JADIS SENEGAL SARL,23/05/2013,DAKAR LIBERTE 6 EXTENSION LOT...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/jadis-senegal-sarl, SNDKR2013B9125, 1 000 000
 SNDKR2013B8946, 1 000 000SOCIETE TRANSNATIONALE DE DISTRIBUTION SARL - SO.TRANS.DI SARL,22/05/2013,DAKAR SACRE COEUR 1 RUE SC/...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/societe-transnationale-de-distribution-sarl-sotransdi-sarl, SNDKR2013B8946, 1 000 000
 SNDKR2013B8947, 1 000 000AGENCE DE PREVENTION D&#039;INTERIM ET DE SERVICES SARL - A.P.I.S. SARL,22/05/2013,DAKAR 23 SICAP BOURGUIBA...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/agence-de-preventiondinterim-et-de-services-sarl-apis-sarl, SNDKR2013B8947, 1 000 000
 SNDKR2013B8841, 1 000 000GROUPE B.E.M. SENEGAL SUARL,21/05/2013,DAKAR N°1910 SICAP LIBERTE 3,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/groupe-bem-senegal-suarl, SNDKR2013B8841, 1 000 000
 SNDKR2013B8758, 1 000 000CLINIQUE DOCTEUR BA SURL,17/05/2013,DAKAR PLATEAU EX CAMP LAT...,S.U.R.L,SANTE,http://www.creationdentreprise.sn/clinique-docteur-ba-surl, SNDKR2013B8758, 1 000 000
 SNDKR2013B5963, 1 000 000CHROME DESIGN SARL,28/03/2013,35 RUE JULES FERRY,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/chrome-design-sarl, SNDKR2013B5963, 1 000 000
 SNDKR2013B9076, 10 000 000B&ST GROUP SENEGAL SAU,23/05/2013,DAKAR ROUTE DU MERIDIEN...,SOCIETE ANONYME UNIPERSONELLE(S.A.U),BTP,http://www.creationdentreprise.sn/bst-group-senegal-sau-0, SNDKR2013B9076, 10 000 000
 SNDKR2013B9076, 10 000 000B&ST GROUP SENEGAL SAU,23/05/2013,DAKAR ROUTE DU MERIDIEN...,SOCIETE ANONYME UNIPERSONELLE(S.A.U),BTP,http://www.creationdentreprise.sn/bst-group-senegal-sau, SNDKR2013B9076, 10 000 000
 SNDKR2013B9078, 20 000 000SUB SAHARAN GENERICS SA - S2G SA,23/05/2013,DAKAR 2727 HLM NIMZATT,SOCIETE ANONYME (S.A),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/sub-saharan-generics-sa-s2g-sa, SNDKR2013B9078, 20 000 000
 SNDKR2013B9246, 1 000 000SANITE AGRICOLE SUARL,27/05/2013,CITE KEUR DAMEL VILLA N°226,S.U.A.R.L,ELEVAGE,http://www.creationdentreprise.sn/sanite-agricole-suarl, SNDKR2013B9246, 1 000 000
 SNDKR2013B9257, 1 000 000MILLENIUM SENEGAL SUARL,27/05/2013,DAKAR YOFF ROUTE DE L&#039;...,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/millenium-senegal-suarl, SNDKR2013B9257, 1 000 000
 SNDKR2013B9176, 1 000 000A+C COMMODITIES SARL,24/05/2013,DAKAR 80 RUE GALANDOU DIOUF,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/ac-commodities-sarl, SNDKR2013B9176, 1 000 000
 SNDKR2013B9254, 1 000 000MJD PRODUITS SUARL,27/05/2013,DAKAR MEDINA RUE 9 x 16...,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/mjd-produits-suarl, SNDKR2013B9254, 1 000 000
 SNDKR2013B9253, 1 000 000GLORIA FERME SARL,27/05/2013,DAKAR 37 RUE GALANDOU DIOUF,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/gloria-ferme-sarl, SNDKR2013B9253, 1 000 000
 SNDKR2013B9247, 1 000 000GENERALE DES MATERIAUX DE FINITION SARL,27/05/2013,KM 2.5 ROUTE DE L&#039;...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/generale-des-materiaux-de-finition-sarl, SNDKR2013B9247, 1 000 000
 SNDKR2013B9252, 1 000 000REST&#039;OR SARL,27/05/2013,DAKAR CENTRAL PARK AVENUE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),RESTAURATION ET DEBITS DE BOISSONS,http://www.creationdentreprise.sn/restor-sarl-0, SNDKR2013B9252, 1 000 000
 SNDKR2013B9252, 1 000 000REST&#039;OR SARL,27/05/2013,DAKAR CENTRAL PARK AVENUE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),RESTAURATION ET DEBITS DE BOISSONS,http://www.creationdentreprise.sn/restor-sarl, SNDKR2013B9252, 1 000 000
 SNDKR2013B9248, 1 000 000EUROBIG AFRIQUE SARL,27/05/2013,42 RUE DOCTEUR CALMETTE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/eurobig-afrique-sarl, SNDKR2013B9248, 1 000 000
 SNDKR2013B9249, 1 000 000QUADRIGE SARL,27/05/2013,42 RUE DOCTEUR CALMETTE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/quadrige-sarl, SNDKR2013B9249, 1 000 000
 SNDKR2013B9069, 1 000 000SENEGAL ELECTRONIC CORPORATION SARL - SELEC SARL,23/05/2013,DAKAR PORT MOLE 8,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/senegal-electronic-corporation-sarl-selec-sarl, SNDKR2013B9069, 1 000 000
 SNDKR2013B8752, 1 000 000SEN-TURK SARL,17/05/2013,ROCADE BEL AIR EN FACE MOLE 8...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/sen-turk-sarl-0, SNDKR2013B8752, 1 000 000
 SNDKR2013B8844, 10 000 000ARTIS GROUP SA - SPAC SA,21/05/2013,DAKAR ROUTE DU MERIDIEN...,SOCIETE ANONYME (S.A),AGRICULTURE,http://www.creationdentreprise.sn/artis-group-sa-spac-sa, SNDKR2013B8844, 10 000 000
 SNDKR2013B8843, 1 000 000NEW LOOK BIJOUX SARL,21/05/2013,DAKAR VILLA N°3821 PIKINE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/new-look-bijoux-sarl, SNDKR2013B8843, 1 000 000
 BE N°1175 CASE 1197, 1 000 000RESIDENCES GL,14/06/2013,DAKAR FENETRE MERMOZ FM 37,SOCIETE CIVILE,IMMOBILIER,http://www.creationdentreprise.sn/residences-gl, BE N°1175 CASE 1197, 1 000 000
 SNDKR2013B10633, 1 000 000WEST FISH SUPPLIERS SARL,18/06/2013,DAKAR VILLA N°72 YOFF,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/west-fish-suppliers-sarl, SNDKR2013B10633, 1 000 000
 BE N°1191/1 CASE 121, 500 000SCI FAWZAÏNI,17/06/2013,DAKAR RUE 1 JOFFRE,SOCIETE CIVILE,IMMOBILIER,http://www.creationdentreprise.sn/sci-fawzaini, BE N°1191/1 CASE 121, 500 000
 SNDKR2013B10763, 1 000 000INSTITUT DES HAUTES ETUDES DE DAKAR SARL - IHED SARL,19/06/2013,DAKAR CITE TYLIUM VILLA N°62,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),EDUCATION - FORMATION,http://www.creationdentreprise.sn/institut-des-hautes-etudes-de-dakar-sarl-ihed-sarl, SNDKR2013B10763, 1 000 000
 SNDKR2013B10700, 1 000 000PAPE & CHEIKH PRODUCTIONS SARL,19/06/2013,DAKAR HLM FASS PAILLOTE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),INDUSTRIE CULTURELLE,http://www.creationdentreprise.sn/pape-cheikh-productions-sarl, SNDKR2013B10700, 1 000 000
 SNDKR2013B10701, 1 000 000SENEGAL AGRO FRUITS DEVELOPPEMENT SARL,19/06/2013,NGOR ALMADIES LOT N°15,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ALIMENTAIRE,http://www.creationdentreprise.sn/senegal-agro-fruits-developpement-sarl, SNDKR2013B10701, 1 000 000
 SNDKR2013B9073, 1 000 000KHELCOM LOGISTICS SARL,23/05/2013,DAKAR PIKINE CITE LOBATT FALL...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/khelcom-logistics-sarl, SNDKR2013B9073, 1 000 000
 SNDKR2013B9250, 1 000 000SOCIETE D&#039;OPERATION MINIERE SARL - SOM SARL,27/05/2013,DAKAR CENTRAL PARK AVENUE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),INDUSTRIE METALLURGIQUE / SIDERURGIQUE,http://www.creationdentreprise.sn/societe-doperation-miniere-sarl-som-sarl-0, SNDKR2013B9250, 1 000 000
 SNDKR2013B9250, 1 000 000SOCIETE D&#039;OPERATION MINIERE SARL - SOM SARL,27/05/2013,DAKAR CENTRAL PARK AVENUE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),INDUSTRIE METALLURGIQUE / SIDERURGIQUE,http://www.creationdentreprise.sn/societe-doperation-miniere-sarl-som-sarl, SNDKR2013B9250, 1 000 000
 SNDKR2013B9251, 1 000 000GOLD PROCESS & INGINEERING SARL,27/05/2013,DAKAR CENTRAL PARK AVENUE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),INDUSTRIE METALLURGIQUE / SIDERURGIQUE,http://www.creationdentreprise.sn/gold-process-ingineering-sarl, SNDKR2013B9251, 1 000 000
 SNDKR2013B10241, 1 000 000ASIA SUARL,11/06/2013,HANN MARISTES LOT N°E/28 APPT...,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/asia-suarl, SNDKR2013B10241, 1 000 000
 SNDKR2013B13626, 1 000 000QUALI-TECH SARL,18/06/2013,DAKAR RUE FELIX x LAMINE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/quali-tech-sarl, SNDKR2013B13626, 1 000 000
 SNDKR2013B10606, 1 000 000BRITISH BUSINESS COLLEGE SARL,17/06/2013,44C HANN MONTAGNE DAKAR /...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),EDUCATION - FORMATION,http://www.creationdentreprise.sn/british-business-college-sarl, SNDKR2013B10606, 1 000 000
 SNDKR2013B10237, 1 000 000CABINET 2AD CONSULTING SUARL,11/06/2013,12 RUE ABBE BIKILA AVENUE...,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/cabinet-2ad-consulting-suarl, SNDKR2013B10237, 1 000 000
 SNDKR2013B10760, 1 000 000MATEBA SARL,19/06/2013,ROUTE DE NGOR ALMADIES DAKAR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ELEVAGE,http://www.creationdentreprise.sn/mateba-sarl, SNDKR2013B10760, 1 000 000
 SNDKR2013B10609, 1 000 000PHARMACIE SERIGNE CHEIKH SALIOU MBACKE SURL,17/06/2013,DAKAR GRAND YOFF CITE...,S.U.R.L,COMMERCE,http://www.creationdentreprise.sn/pharmacie-serigne-cheikh-saliou-mbacke-surl, SNDKR2013B10609, 1 000 000
 SNDKR2013B10703, 1 000 000PICCMI COMPANY SARL,19/06/2013,DAKAR HANN MARISTES 2...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMUNICATION,http://www.creationdentreprise.sn/piccmi-company-sarl, SNDKR2013B10703, 1 000 000
 BE N°1179/1 CASE 1201, 220 000SCI SYINVESTMENTS,14/06/2013,DAKAR 02 PLACE DE L&#039;...,SOCIETE CIVILE,IMMOBILIER,http://www.creationdentreprise.sn/sci-syinvestments, BE N°1179/1 CASE 1201, 220 000
 SNDKR2013B1214, 1 000 000SOCIETE CIVILE IMMOBILIERE ENTENTE SHARARA,17/06/2013,SACRE COEUR 1 VILLA N°8300,SOCIETE CIVILE,IMMOBILIER,http://www.creationdentreprise.sn/societe-civile-immobiliere-entente-sharara, SNDKR2013B1214, 1 000 000
 SNDKR2013B10764, 1 000 000DYNAPHARM SENEGAL SARL,19/06/2013,DAKAR IMMEUBLE SOKHNA ANTA  5...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/dynapharm-senegal-sarl, SNDKR2013B10764, 1 000 000
 SNDKR2013B10627, 1 000 000GROUPE GIFS SARL,18/06/2013,DAKAR FRONT DE TERRE ZONE DE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/groupe-gifs-sarl, SNDKR2013B10627, 1 000 000
 SNDKR2013B10333, 1 000 000COM EVENT SARL,12/06/2013,DAKAR E 103 SCAT URBAM,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),INDUSTRIE CULTURELLE,http://www.creationdentreprise.sn/com-event-sarl, SNDKR2013B10333, 1 000 000
 SNDKR2013E10702, 0DEMATECH (PTY) LTD,19/06/2013,DAKAR SACRE COEUR 3 LOT 25...,SUCCURSALE,PRESTATION DE SERVICES INDUSTRIELS,http://www.creationdentreprise.sn/dematech-pty-ltd, SNDKR2013E10702, 0
 SNDKR2013B10153, 10 000 000LE RESEAU JEUNES SA,10/06/2013,DAKAR 60 RUE KLEBER,SOCIETE ANONYME (S.A),COMMERCE,http://www.creationdentreprise.sn/le-reseau-jeunes-sa, SNDKR2013B10153, 10 000 000
 SNDKR2013B10154, 1 000 000GLOBAL VISION GROUPE SARL,10/06/2013,DAKAR 50 DOMAINE SONEPI /...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/global-vision-groupe-sarl, SNDKR2013B10154, 1 000 000
 SNDKR2013B10156, 1 000 000DINAMIC VOICE SARL,10/06/2013,59 CITE COMICO VDN,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/dinamic-voice-sarl, SNDKR2013B10156, 1 000 000
 SNDKR2013B10157, 10 000 000MARLO SAU,10/06/2013,DAKAR NGOR VIRAGE RESIDENCE...,SOCIETE ANONYME UNIPERSONELLE(S.A.U),IMMOBILIER,http://www.creationdentreprise.sn/marlo-sau, SNDKR2013B10157, 10 000 000
 SNDKR2013B10155, 1 000 000AL-KHIDMA COMMUNICATION SARL,10/06/2013,LIBERTE 6 EXTENSION ROUTE DU...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMUNICATION,http://www.creationdentreprise.sn/al-khidma-communication-sarl, SNDKR2013B10155, 1 000 000
 SNDKR2013B10238, 1 000 000SEN AFRICA SARL,11/06/2013,DAKAR HLM PATTE D&#039;OIE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/sen-africa-sarl, SNDKR2013B10238, 1 000 000
 SNDKR2013B10239, 5 000 000SEALAND SARL,11/06/2013,DAKAR 113 RUE CARNOT,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMMOBILIER,http://www.creationdentreprise.sn/sealand-sarl, SNDKR2013B10239, 5 000 000
 SNDKR2013B10456, 10 000 000WAGUE LOGISTIQUE SA,14/06/2013,DAKAR 11 RUE ALFRED SOUT,SOCIETE ANONYME (S.A),TRANSPORT,http://www.creationdentreprise.sn/wague-logistique-sa, SNDKR2013B10456, 10 000 000
